carat,depth,table,x,y,z,price,cut,color,clarity
1.07,62,57,6.6,6.49,4.06,4764,Ideal,F,SI2
1.07,61.5,57,6.6,6.57,4.05,4764,Ideal,F,SI2
1.15,62.9,57,6.73,6.63,4.2,4766,Very Good,J,VS2
1.06,61,57,6.58,6.61,4.02,4769,Very Good,G,SI2
0.9,62.8,57,6.04,6.1,3.81,4770,Good,F,VS1
1.04,62.2,57,6.5,6.4,4.01,4770,Ideal,F,SI1
1.2,62.8,57,6.71,6.67,4.2,4771,Ideal,H,VS2
1,60.2,57,6.48,6.54,3.92,4774,Ideal,D,SI1
1.13,62.3,57,6.67,6.61,4.14,4778,Ideal,F,SI2
0.31,63.2,57,4.3,4.27,2.71,593,Very Good,G,SI1
0.31,63.6,57,4.33,4.29,2.74,593,Good,G,SI1
1.27,62.6,57,6.88,6.85,4.3,4779,Ideal,J,SI2
1.01,61.9,57,6.43,6.39,3.97,4779,Premium,H,VS1
0.9,61.9,57,6.19,6.24,3.85,4783,Ideal,H,VVS1
1.01,61.5,57,6.43,6.45,3.96,4783,Ideal,G,SI2
1.24,60.1,57,7.02,6.98,4.21,4783,Ideal,J,SI2
1.09,63.2,57,6.54,6.57,4.14,4784,Good,H,SI1
1.16,62.7,57,6.67,6.76,4.21,4785,Very Good,I,SI1
1.14,62.6,57,6.72,6.63,4.18,4788,Ideal,H,SI2
0.9,62.3,57,6.19,6.17,3.85,4788,Ideal,E,VS2
1.14,60.3,57,6.79,6.85,4.11,4789,Ideal,H,SI1
1.08,62.5,57,6.51,6.54,4.08,4790,Very Good,I,VS1
1.04,62.2,57,6.42,6.48,4.01,4791,Very Good,H,SI1
1.22,61.9,57,6.82,6.87,4.24,4793,Very Good,J,VS2
1.25,60,57,7.07,7.02,4.23,4795,Ideal,I,VS2
1.01,62.2,57,6.43,6.36,3.98,4796,Premium,F,SI2
1.02,63.4,57,6.36,6.42,4.05,4796,Good,H,SI1
1.01,60,57,6.55,6.51,3.92,4796,Ideal,F,SI2
1.02,60.2,57,6.56,6.49,3.93,4798,Ideal,I,VS1
1.02,62.9,57,6.44,6.38,4.03,4798,Ideal,E,SI2
1.02,60.9,57,6.49,6.44,3.94,4798,Ideal,H,VVS2
1.02,60.3,57,6.53,6.5,3.95,4798,Ideal,E,SI2
1.04,62.1,57,6.49,6.52,4.04,4801,Ideal,H,SI1
0.91,62,57,6.22,6.24,3.86,4801,Ideal,F,SI1
1.01,61.4,57,6.44,6.48,3.97,4803,Ideal,G,SI2
1.01,63.6,57,6.39,6.35,4.05,4805,Good,D,SI2
1.23,60.6,57,6.97,6.88,4.2,4805,Ideal,I,SI2
1.1,62.7,57,6.6,6.55,4.12,4805,Premium,I,SI1
1.24,60.7,57,6.98,6.92,4.22,4812,Ideal,I,SI2
1.08,61.3,57,6.62,6.6,4.05,4816,Very Good,F,SI1
1.05,61.8,57,6.54,6.51,4.03,4816,Ideal,F,SI1
1.02,58.8,57,6.66,6.6,3.9,4819,Ideal,H,SI1
1.02,61.2,57,6.54,6.5,3.99,4819,Premium,H,SI1
1.23,62.1,57,6.83,6.8,4.23,4819,Ideal,F,SI2
1.01,62.5,57,6.37,6.44,4,4821,Very Good,H,VS2
1.01,62.3,57,6.35,6.4,3.97,4821,Ideal,H,VS2
0.91,62.4,57,6.17,6.21,3.86,4821,Ideal,E,SI2
1.29,64.4,57,6.85,6.79,4.39,4824,Fair,F,SI2
1.01,62,57,6.4,6.43,3.98,4825,Ideal,H,SI2
1.02,62.1,57,6.46,6.42,4,4827,Premium,H,VS1
1.04,63.1,57,6.36,6.41,4.03,4828,Good,F,SI1
1.01,62.3,57,6.4,6.44,4,4829,Ideal,F,SI1
1.1,61.6,57,6.68,6.64,4.1,4829,Ideal,E,SI2
1,61.8,57,6.43,6.39,3.96,4829,Ideal,E,SI2
1.07,62,57,6.51,6.56,4.05,4830,Ideal,H,SI1
1.15,62,57,6.75,6.66,4.16,4830,Ideal,H,SI2
1.2,61.6,57,6.79,6.87,4.21,4831,Ideal,J,SI1
1.1,62.6,57,6.6,6.56,4.12,4832,Premium,F,SI2
1.02,61.8,57,6.49,6.43,3.99,4832,Ideal,F,SI2
1.01,62.2,57,6.43,6.37,3.98,4836,Ideal,H,SI1
1.01,60.5,57,6.53,6.6,3.97,4837,Ideal,D,SI2
1.18,62.2,57,6.73,6.76,4.2,4838,Ideal,I,SI2
0.9,62,57,6.2,6.15,3.83,4838,Ideal,H,VVS2
1.12,62.4,57,6.65,6.6,4.14,4840,Ideal,J,SI1
1.03,63.3,57,6.39,6.41,4.05,4843,Good,H,SI1
1.01,62.7,57,6.36,6.39,4,4843,Ideal,F,SI2
0.82,61.9,57,5.96,6,3.7,4844,Very Good,G,IF
1,63.8,57,6.21,6.29,3.99,4844,Good,F,SI1
1,64.9,57,6.25,6.32,4.08,4844,Good,F,SI1
1.2,62.3,57,6.79,6.74,4.22,4844,Premium,I,VS2
1.2,62.6,57,6.74,6.67,4.2,4844,Ideal,I,VS2
0.72,61.2,57,5.73,5.78,3.53,4847,Very Good,E,VVS1
1.2,63.1,57,6.73,6.77,4.26,4847,Good,G,SI2
0.31,62.1,57,4.34,4.32,2.69,593,Ideal,D,SI2
0.31,62.6,57,4.35,4.27,2.7,593,Ideal,D,SI2
0.31,63.9,57,4.33,4.28,2.75,593,Good,D,SI2
0.33,61.5,57,4.49,4.42,2.74,594,Ideal,I,VS2
1.22,62,57,6.88,6.83,4.25,4852,Ideal,F,SI2
1.01,60.7,57,6.52,6.49,3.95,4853,Ideal,E,SI1
1.11,61.7,57,6.67,6.72,4.13,4854,Ideal,J,VS1
1.01,62.9,57,6.35,6.41,4.01,4858,Ideal,F,SI2
0.71,61,57,5.75,5.76,3.51,4860,Ideal,E,VVS1
1,60.2,57,6.54,6.48,3.92,4861,Ideal,D,SI1
1.06,61.3,57,6.56,6.51,4.01,4862,Ideal,F,SI1
1,61.5,57,6.41,6.47,3.96,4864,Ideal,E,SI1
1,62.1,57,6.35,6.4,3.96,4864,Very Good,E,SI1
0.72,61.4,57,5.74,5.79,3.54,4864,Ideal,E,VVS1
1,62.6,57,6.37,6.4,4,4867,Very Good,D,SI2
0.9,61.9,57,6.16,6.19,3.82,4871,Ideal,G,SI1
1.09,63.2,57,6.57,6.54,4.14,4871,Very Good,H,SI1
1,61.9,57,6.43,6.39,3.97,4872,Ideal,H,SI1
1.16,62.7,57,6.76,6.67,4.21,4872,Premium,I,SI1
1.03,58.9,57,6.62,6.56,3.88,4873,Ideal,E,SI1
1.13,62.3,57,6.68,6.65,4.15,4873,Premium,H,SI2
1.03,61.5,57,6.49,6.45,3.98,4874,Ideal,H,VS1
1.24,61.8,57,6.92,6.86,4.26,4875,Ideal,J,SI1
1.02,61.2,57,6.47,6.53,3.98,4875,Very Good,H,SI1
1.08,62.5,57,6.54,6.51,4.08,4877,Premium,I,VS1
1.21,62.2,57,6.78,6.82,4.23,4879,Ideal,J,VS2
1.03,61.4,57,6.45,6.54,3.99,4879,Very Good,H,SI1
0.9,60.8,57,6.26,6.17,3.78,4884,Ideal,G,VS2
1.02,63.4,57,6.42,6.36,4.05,4884,Very Good,H,SI1
1.18,60.8,57,6.89,6.83,4.17,4885,Ideal,E,SI2
0.75,62.3,57,5.73,5.83,3.6,4889,Very Good,E,VVS1
1.01,63,57,6.28,6.35,3.98,4890,Very Good,G,SI1
1.02,61,57,6.51,6.58,3.99,4890,Ideal,G,SI2
1.09,61.2,57,6.6,6.64,4.05,4891,Ideal,F,SI2
1.04,62.4,57,6.51,6.43,4.04,4892,Premium,E,SI2
0.8,62.8,57,5.93,5.95,3.73,4893,Very Good,E,VVS2
1.01,63.7,57,6.35,6.4,4.06,4899,Good,F,SI1
1.03,60.9,57,6.54,6.5,3.97,4900,Ideal,G,SI1
1.03,61.6,57,6.53,6.46,4,4900,Ideal,G,SI1
1.15,63,57,6.71,6.66,4.21,4911,Ideal,H,SI1
1.01,62.6,57,6.36,6.41,4,4912,Very Good,E,SI1
1.19,62,57,6.77,6.81,4.21,4914,Ideal,H,SI2
1.01,61.6,57,6.42,6.46,3.97,4916,Ideal,D,SI2
1.01,60.6,57,6.49,6.52,3.94,4916,Very Good,G,SI1
1.14,62.2,57,6.73,6.67,4.17,4916,Ideal,H,SI1
1.33,65,57,6.93,6.89,4.49,4916,Fair,E,SI2
1.07,62,57,6.56,6.51,4.05,4918,Ideal,H,SI1
0.9,61.8,57,6.22,6.17,3.83,4919,Ideal,D,SI1
1,61.4,57,6.45,6.42,3.95,4919,Very Good,G,SI1
0.91,62.1,57,6.18,6.21,3.85,4919,Ideal,H,SI1
0.9,61.7,57,6.18,6.24,3.83,4921,Ideal,E,SI1
0.33,60.2,57,4.5,4.47,2.7,594,Ideal,G,SI2
0.25,62.1,57,4.01,4.04,2.5,595,Ideal,F,VS1
0.32,60.9,57,4.45,4.48,2.71,596,Very Good,I,VVS1
0.34,62,57,4.46,4.48,2.77,596,Ideal,E,SI1
0.34,62.7,57,4.45,4.48,2.8,596,Ideal,H,VS1
0.91,62.6,57,6.15,6.21,3.87,4922,Very Good,H,VS2
1.13,62.7,57,6.62,6.65,4.16,4922,Very Good,E,SI1
0.9,62,57,6.15,6.2,3.83,4924,Ideal,H,VVS2
1.02,61.9,57,6.4,6.46,3.98,4924,Ideal,H,SI1
1.15,62.3,57,6.74,6.67,4.18,4925,Ideal,I,SI1
1.2,62.3,57,6.82,6.75,4.23,4927,Ideal,J,VS2
1.05,60.2,57,6.58,6.65,3.98,4932,Ideal,D,SI2
1.03,63.3,57,6.41,6.39,4.05,4932,Very Good,H,SI1
1.08,62.2,57,6.57,6.54,4.08,4933,Very Good,I,SI1
1.13,61.4,57,6.72,6.69,4.12,4936,Ideal,I,SI1
1.24,60.7,57,6.98,6.92,4.22,4937,Ideal,I,SI2
1,60,57,6.45,6.41,3.86,4939,Ideal,F,SI1
1.26,62.4,57,6.91,6.85,4.29,4939,Ideal,E,SI2
0.9,61.7,57,6.21,6.24,3.84,4940,Ideal,E,SI1
1.02,62.5,57,6.35,6.41,3.99,4948,Very Good,F,SI1
1.01,61.9,57,6.49,6.4,3.99,4949,Premium,H,SI1
1.01,60.5,57,6.55,6.48,3.94,4955,Premium,H,VVS1
1,62,57,6.39,6.32,3.94,4956,Ideal,G,SI1
1.18,61.6,57,6.81,6.73,4.17,4956,Premium,H,SI2
1,62.2,57,6.45,6.38,3.99,4956,Ideal,G,SI1
1.13,62,57,6.66,6.73,4.15,4959,Ideal,H,SI1
1.2,62.6,57,6.72,6.8,4.23,4963,Very Good,J,VS2
1.02,62.8,57,6.35,6.38,4,4964,Very Good,G,SI1
1.08,62.8,57,6.55,6.51,4.1,4964,Ideal,H,SI1
1.09,61.8,57,6.57,6.6,4.07,4965,Ideal,H,SI1
1.28,61.2,57,7.02,6.96,4.28,4967,Ideal,J,SI1
1.21,61.9,57,6.84,6.89,4.25,4968,Ideal,J,SI1
1.21,59.6,57,6.98,6.94,4.15,4968,Ideal,J,VS2
1.01,62.1,57,6.41,6.48,4,4969,Very Good,F,SI1
1.11,61.2,57,6.7,6.74,4.11,4969,Ideal,E,SI2
1.05,63.4,57,6.48,6.45,4.1,4969,Very Good,H,VS1
0.94,61.6,57,6.29,6.31,3.88,4972,Ideal,E,SI2
1.07,60.4,57,6.62,6.56,3.98,4973,Ideal,E,SI1
1.05,60.3,57,6.64,6.59,3.99,4974,Premium,G,SI1
1.01,62.9,57,6.34,6.37,4,4977,Good,D,SI1
1.29,63.4,57,6.92,6.77,4.35,4977,Very Good,F,SI2
1.27,63.1,57,6.88,6.84,4.33,4978,Very Good,H,SI2
1.16,62.6,57,6.75,6.67,4.2,4979,Premium,H,SI2
1.09,61.2,57,6.64,6.6,4.05,4981,Ideal,F,SI2
1.01,62.6,57,6.38,6.43,4.01,4986,Very Good,E,SI1
1.12,62.8,57,6.68,6.61,4.17,4986,Premium,I,VS2
1.02,62.2,57,6.43,6.49,4.02,4988,Ideal,G,SI1
1.08,61.7,57,6.55,6.6,4.06,4989,Ideal,E,SI2
1.01,63.7,57,6.4,6.35,4.06,4989,Good,F,SI1
1.25,62.8,57,6.86,6.78,4.28,4991,Premium,G,SI2
0.99,62.5,57,6.3,6.34,3.95,4993,Very Good,D,SI2
1.3,63.2,57,6.91,6.86,4.35,4994,Very Good,J,VS1
1,61.8,57,6.39,6.42,3.96,4995,Very Good,H,SI1
1.1,63.4,57,6.52,6.55,4.14,4997,Good,G,SI1
0.34,60.3,57,4.53,4.56,2.74,596,Very Good,E,SI1
0.4,62.9,57,4.7,4.75,2.97,596,Very Good,J,VS2
0.34,62.5,57,4.43,4.46,2.78,596,Ideal,H,VS1
0.34,61.3,57,4.49,4.52,2.76,596,Very Good,I,VVS2
0.34,61,57,4.48,4.51,2.74,596,Ideal,E,SI1
0.34,62.3,57,4.48,4.51,2.8,596,Ideal,E,SI1
0.34,60.7,57,4.48,4.51,2.73,596,Ideal,E,SI1
0.3,63,57,4.24,4.27,2.68,596,Very Good,I,VVS2
0.34,62.5,57,4.46,4.5,2.8,596,Ideal,G,VS2
0.34,59.6,57,4.52,4.61,2.72,596,Very Good,E,SI1
0.34,62.1,57,4.48,4.51,2.79,596,Ideal,H,VS1
1.19,62.3,57,6.78,6.73,4.21,4998,Ideal,I,SI1
1.24,61.8,57,6.92,6.86,4.26,5000,Ideal,J,SI1
1.01,63.4,57,6.3,6.39,4.02,5000,Very Good,I,SI2
1.16,59.9,57,6.8,6.82,4.08,5001,Ideal,E,SI2
1.16,61.5,57,6.79,6.73,4.16,5002,Premium,I,SI1
1.14,61.6,57,6.7,6.75,4.14,5003,Ideal,H,SI1
1.17,62.3,57,6.75,6.71,4.19,5004,Premium,H,SI1
1.01,60.6,57,6.52,6.49,3.94,5006,Premium,G,SI1
1.01,61.7,57,6.49,6.44,3.99,5006,Premium,D,SI2
1.01,61.6,57,6.46,6.42,3.97,5006,Ideal,D,SI2
1.27,62,57,6.96,6.92,4.3,5008,Ideal,J,VS1
1.13,62.7,57,6.65,6.62,4.16,5012,Premium,E,SI1
1.08,62.9,57,6.53,6.54,4.11,5014,Very Good,F,SI1
0.92,61.7,57,6.24,6.27,3.86,5014,Ideal,E,SI1
1.02,61.9,57,6.46,6.4,3.98,5014,Ideal,H,SI1
1.21,63.2,57,6.7,6.66,4.22,5014,Very Good,I,SI2
1.2,61.9,57,6.78,6.85,4.22,5016,Very Good,H,SI2
1.03,59.8,57,6.64,6.57,3.95,5018,Ideal,H,SI1
1.12,61.5,57,6.74,6.68,4.13,5018,Ideal,G,SI2
1.17,62.3,57,6.74,6.78,4.21,5019,Ideal,H,SI2
0.91,61.4,57,6.23,6.28,3.84,5023,Ideal,G,VS2
0.92,62.6,57,6.18,6.13,3.85,5023,Ideal,E,VS1
1,57.6,57,6.56,6.52,3.77,5027,Fair,E,SI1
1.21,61.5,57,6.88,6.82,4.21,5028,Ideal,F,SI2
1.01,62.1,57,6.39,6.45,3.99,5028,Very Good,H,VS2
1.01,61.9,57,6.42,6.48,3.99,5028,Ideal,H,VS2
1.23,61.5,57,6.85,6.9,4.23,5030,Ideal,J,VS2
1.07,60.9,57,6.61,6.68,4.05,5031,Ideal,H,SI1
1.03,60.9,57,6.54,6.5,3.97,5037,Ideal,G,SI1
1.1,62.1,57,6.6,6.64,4.11,5037,Ideal,I,SI1
1.2,62.3,57,6.83,6.75,4.23,5040,Ideal,H,SI2
1.01,63.4,57,6.32,6.39,4.03,5041,Very Good,I,VS1
1.11,59.9,57,6.72,6.74,4.03,5042,Very Good,D,SI2
1.24,62.5,57,6.84,6.89,4.29,5046,Very Good,I,SI1
1.15,60.9,57,6.72,6.8,4.12,5047,Very Good,H,SI1
1.02,61.7,57,6.45,6.48,3.99,5047,Ideal,H,SI1
1.08,61.4,57,6.6,6.66,4.07,5049,Ideal,H,SI2
1.13,62,57,6.73,6.66,4.15,5050,Ideal,H,SI1
1,63.3,57,6.3,6.36,4.01,5051,Very Good,E,SI1
1,63.1,57,6.36,6.39,4.02,5051,Very Good,E,SI1
1.01,61.6,57,6.32,6.45,3.93,5051,Ideal,D,SI2
0.65,60.9,57,5.58,5.61,3.41,5052,Ideal,D,VVS1
1.14,59.9,57,6.78,6.81,4.07,5053,Very Good,H,VS2
1.2,62.6,57,6.8,6.72,4.23,5053,Premium,J,VS2
1.02,60.7,57,6.55,6.51,3.97,5055,Ideal,E,SI1
1.02,62.8,57,6.38,6.35,4,5055,Ideal,G,SI1
1.07,62.2,57,6.57,6.48,4.06,5055,Premium,H,SI1
1.02,59.6,57,6.63,6.55,3.93,5055,Premium,H,SI1
1.12,59.6,57,6.82,6.77,4.05,5055,Premium,H,VS1
1.08,61.3,57,6.55,6.64,4.04,5057,Ideal,G,SI2
1.05,60.4,57,6.6,6.55,3.97,5057,Premium,D,SI2
1.11,62.6,57,6.64,6.59,4.14,5061,Ideal,G,SI1
1.03,62,57,6.53,6.47,4.03,5063,Ideal,H,SI1
1.07,60.2,57,6.61,6.55,3.96,5063,Ideal,H,VS1
1.01,63.7,57,6.31,6.35,4.03,5067,Very Good,J,VVS2
0.34,61.5,57,4.47,4.51,2.76,596,Ideal,G,VS2
0.34,62.2,57,4.44,4.47,2.77,596,Ideal,G,VS2
0.34,63.1,57,4.4,4.44,2.79,596,Good,H,VS1
0.34,63.1,57,4.43,4.47,2.81,596,Good,G,VS2
0.34,61.4,57,4.48,4.51,2.76,596,Ideal,G,VS2
1.2,61.9,57,6.8,6.87,4.23,5071,Ideal,J,SI1
1.09,62.6,57,6.55,6.62,4.12,5072,Very Good,I,VS2
1.08,61.7,57,6.6,6.55,4.06,5080,Ideal,E,SI2
0.9,62.5,57,6.18,6.13,3.84,5080,Ideal,G,VS1
1.01,63.1,57,6.33,6.44,4.03,5085,Very Good,E,SI1
0.72,61.8,57,5.73,5.76,3.55,5086,Ideal,F,VVS1
1.04,61.4,57,6.56,6.5,4.01,5086,Premium,G,SI1
1.03,61.5,57,6.53,6.44,3.99,5087,Premium,F,SI1
1.16,62.6,57,6.71,6.67,4.19,5091,Ideal,I,SI1
1.16,59.9,57,6.82,6.8,4.08,5093,Ideal,E,SI2
1.05,61.4,57,6.49,6.54,4,5095,Ideal,H,SI1
1.08,62.6,57,6.53,6.56,4.1,5096,Ideal,E,SI1
1,67.3,57,6.15,6.04,4.1,5096,Fair,D,SI1
1.2,61.4,57,6.87,6.8,4.2,5098,Premium,I,SI1
1.09,62.1,57,6.6,6.55,4.08,5098,Premium,G,VS2
1.22,61,57,6.89,6.95,4.22,5099,Ideal,H,SI2
1.04,62.3,57,6.45,6.48,4.03,5102,Ideal,H,SI1
1.04,61.5,57,6.49,6.52,4,5105,Ideal,I,VS2
1.08,62.9,57,6.54,6.53,4.11,5106,Ideal,F,SI1
1.16,62.4,57,6.71,6.75,4.2,5107,Ideal,I,SI1
1.2,62.5,57,6.77,6.71,4.21,5107,Ideal,I,SI1
1.25,63.6,57,6.86,6.81,4.35,5110,Good,J,SI1
1.17,62.3,57,6.78,6.74,4.21,5111,Ideal,H,SI2
0.87,61.5,57,6.12,6.15,3.77,5112,Ideal,E,SI1
1.06,62.2,57,6.53,6.47,4.04,5113,Premium,G,SI1
1,63.3,57,6.28,6.32,3.99,5113,Very Good,E,SI1
1.2,63.3,57,6.75,6.7,4.26,5114,Very Good,H,SI1
1.13,61.8,57,6.68,6.65,4.12,5120,Ideal,E,SI2
1.01,62.1,57,6.45,6.39,3.99,5120,Premium,H,VS2
1.15,61.1,57,6.82,6.77,4.15,5120,Premium,F,SI2
1,62.9,57,6.31,6.35,3.98,5121,Very Good,H,VS2
0.9,62.3,57,6.13,6.16,3.83,5122,Very Good,F,SI1
1.07,61.5,57,6.63,6.55,4.05,5123,Premium,H,SI1
1.07,60.9,57,6.68,6.61,4.05,5123,Ideal,H,SI1
1.09,61.1,57,6.6,6.69,4.1,5125,Ideal,H,SI1
1.09,61.1,57,6.62,6.71,4.07,5125,Ideal,H,SI1
1.04,61.9,57,6.48,6.51,4.02,5125,Ideal,E,SI2
0.93,60.1,57,6.33,6.41,3.83,5126,Ideal,G,SI1
1.05,62.7,57,6.45,6.51,4.06,5127,Ideal,G,SI2
1.11,62,57,6.69,6.61,4.12,5127,Ideal,G,SI1
1.05,62.4,57,6.49,6.52,4.06,5128,Ideal,H,SI1
1.11,59.9,57,6.74,6.72,4.03,5134,Premium,D,SI2
0.9,61.4,57,6.2,6.24,3.82,5135,Very Good,G,VS1
1.15,60.9,57,6.8,6.72,4.12,5139,Premium,H,SI1
0.9,61.6,57,6.21,6.16,3.81,5141,Ideal,F,VS2
1.08,61.4,57,6.66,6.6,4.07,5141,Ideal,H,SI2
1.06,61.2,57,6.58,6.68,4.06,5142,Very Good,F,SI1
1.06,62.2,57,6.56,6.49,4.06,5143,Ideal,H,SI1
1.01,57.9,57,6.53,6.57,3.79,5144,Fair,F,SI1
1.14,61.6,57,6.68,6.73,4.13,5146,Ideal,H,SI1
1.03,61.1,57,6.54,6.58,4.01,5147,Ideal,G,SI1
1.06,60.9,57,6.58,6.62,4.02,5147,Ideal,E,SI2
1.01,61.6,57,6.47,6.38,3.96,5147,Premium,H,VS1
1.14,60.3,57,6.83,6.81,4.11,5148,Premium,I,VS1
1.13,61.9,57,6.68,6.66,4.13,5149,Ideal,I,SI1
1.09,61.4,57,6.66,6.6,4.07,5149,Ideal,H,SI1
1.09,62.3,57,6.58,6.54,4.09,5149,Ideal,H,SI1
0.4,63.9,57,4.66,4.7,2.99,596,Good,I,SI1
0.34,61,57,4.48,4.5,2.74,596,Ideal,G,VS2
0.34,62.1,57,4.46,4.5,2.78,596,Ideal,G,VS2
0.4,59.8,57,4.8,4.83,2.88,596,Very Good,I,SI1
1.08,62.2,57,6.5,6.55,4.06,5155,Very Good,H,VS2
1.09,62,57,6.64,6.58,4.1,5158,Ideal,I,VS2
0.9,62.3,57,6.18,6.21,3.86,5160,Ideal,F,VS2
1.05,62.3,57,6.49,6.45,4.03,5166,Premium,H,VS2
1.3,61.9,57,7.01,6.95,4.32,5169,Ideal,G,SI2
0.93,61.8,57,6.23,6.27,3.86,5171,Ideal,H,VS1
1.02,61.9,57,6.5,6.4,3.99,5171,Premium,H,VS2
1.01,63,57,6.34,6.36,4,5172,Very Good,H,SI1
1.08,61.9,57,6.54,6.61,4.07,5172,Ideal,I,VS2
1.01,62.7,57,6.32,6.38,3.98,5174,Very Good,F,SI1
1.01,61,57,6.44,6.54,3.96,5174,Very Good,F,SI1
1,62.9,57,6.37,6.32,3.99,5174,Premium,D,VS2
1.18,61.2,57,6.81,6.86,4.18,5182,Ideal,H,SI2
0.92,62.3,57,6.19,6.27,3.88,5183,Very Good,G,VVS2
1.01,62,57,6.38,6.42,3.97,5184,Ideal,F,SI1
1.05,64.6,57,6.39,6.33,4.11,5186,Fair,F,SI1
1.04,61,57,6.56,6.53,3.99,5189,Ideal,H,VS2
1.08,62.6,57,6.56,6.53,4.1,5189,Ideal,E,SI1
1,62,57,6.37,6.43,3.97,5197,Ideal,F,SI1
1,61.5,57,6.41,6.46,3.96,5197,Ideal,F,SI1
1.05,61.6,57,6.51,6.54,4.02,5197,Very Good,G,SI1
1.04,62.4,57,6.44,6.48,4.03,5199,Ideal,I,VS1
1.01,61.6,57,6.44,6.49,3.98,5206,Ideal,E,SI1
1.01,62.5,57,6.39,6.35,3.98,5206,Ideal,D,SI2
1.07,62,57,6.5,6.56,4.05,5207,Ideal,I,VS1
1.16,61.5,57,6.75,6.78,4.16,5207,Ideal,I,VS2
0.77,62.3,57,5.83,5.85,3.64,5207,Ideal,D,VVS2
0.92,61.3,57,6.22,6.27,3.83,5210,Very Good,E,VS1
1.2,62.9,57,6.73,6.78,4.25,5211,Very Good,I,SI1
0.91,62.8,57,6.18,6.2,3.89,5214,Ideal,F,VS2
1.15,61.3,57,6.78,6.71,4.13,5216,Ideal,I,SI2
1.23,61.5,57,6.9,6.95,4.26,5217,Ideal,J,VS2
0.9,61.8,57,6.16,6.23,3.83,5218,Very Good,F,VS2
1.21,62.8,57,6.74,6.67,4.21,5218,Premium,I,SI1
1.09,61.6,57,6.63,6.59,4.07,5219,Premium,H,SI1
1.09,61.1,57,6.71,6.62,4.07,5219,Ideal,H,SI1
1.09,61.1,57,6.69,6.6,4.1,5219,Ideal,H,SI1
1.07,62.1,57,6.5,6.55,4.05,5220,Ideal,H,SI1
1.2,63.5,57,6.67,6.71,4.25,5221,Very Good,H,SI2
1.24,61.9,57,6.87,6.92,4.27,5221,Ideal,I,SI2
1,62.7,57,6.44,6.38,4.02,5221,Ideal,F,SI1
1.21,62.1,57,6.8,6.85,4.24,5226,Ideal,G,SI2
1.1,61.6,57,6.61,6.67,4.09,5226,Very Good,D,SI2
1.22,61.3,57,6.91,6.85,4.22,5226,Ideal,I,SI2
1.01,63.1,57,6.39,6.29,4,5226,Very Good,F,VS2
1,62.8,57,6.33,6.37,3.99,5227,Very Good,G,VS2
1.01,60.3,57,6.51,6.53,3.93,5231,Ideal,I,VS1
0.26,61.6,57,4.13,4.18,2.56,597,Ideal,E,VVS2
0.4,62,57,4.7,4.72,2.92,597,Ideal,F,SI2
0.36,60.9,57,4.58,4.62,2.8,597,Ideal,E,SI1
0.39,63.2,57,4.65,4.57,2.92,597,Very Good,G,SI2
0.33,61.3,57,4.45,4.49,2.74,598,Ideal,G,VS2
0.28,62,57,4.19,4.23,2.61,598,Ideal,F,VS1
1.07,62.1,57,6.59,6.52,4.07,5232,Ideal,G,SI1
1.13,61.8,57,6.71,6.68,4.14,5232,Ideal,F,SI2
1.22,62.3,57,6.77,6.87,4.25,5233,Ideal,I,SI1
1.01,57.9,57,6.6,6.67,3.84,5233,Good,E,SI1
1.03,62.2,57,6.42,6.48,4.01,5234,Ideal,E,SI1
1.03,62,57,6.44,6.47,4,5234,Ideal,E,SI1
1.01,62,57,6.38,6.45,3.98,5235,Ideal,E,SI1
1.29,61.6,57,7,7.06,4.33,5237,Ideal,J,SI1
1,61.7,57,6.34,6.47,3.95,5239,Very Good,E,SI1
1.03,61.1,57,6.58,6.54,4.01,5241,Ideal,G,SI1
0.9,60.7,57,6.16,6.23,3.76,5242,Very Good,F,VS1
1.2,61.9,57,6.77,6.73,4.18,5242,Ideal,H,VS1
0.9,61.3,57,6.24,6.2,3.81,5242,Ideal,E,VS1
1.17,62.5,57,6.68,6.63,4.16,5242,Ideal,J,VS1
0.92,62,57,6.24,6.28,3.88,5243,Ideal,G,VS1
1.34,63.2,57,6.98,6.95,4.4,5245,Very Good,G,SI2
1.08,60.2,57,6.63,6.67,4,5247,Ideal,D,SI2
1.2,62.5,57,6.73,6.84,4.24,5250,Very Good,G,SI2
1.01,63.6,57,6.27,6.3,4,5251,Good,E,SI1
1.25,62.4,57,6.86,6.92,4.3,5252,Ideal,J,SI1
1.07,61.5,57,6.57,6.63,4.06,5254,Very Good,H,VS2
1.08,61.6,57,6.58,6.62,4.07,5256,Ideal,D,SI2
1.25,62,57,6.85,6.92,4.27,5259,Ideal,I,SI2
1.25,61.6,57,6.91,6.98,4.28,5259,Ideal,G,SI2
1.01,61.9,57,6.42,6.35,3.95,5260,Premium,H,VS2
1.09,61.9,57,6.58,6.63,4.09,5262,Ideal,H,SI1
1.01,61.8,57,6.39,6.49,3.98,5262,Ideal,E,SI1
1.07,62.7,57,6.48,6.53,4.08,5264,Very Good,H,VS2
1.21,62.2,57,6.84,6.76,4.23,5266,Premium,J,SI1
1.09,61.3,57,6.64,6.67,4.08,5267,Ideal,D,SI2
1.15,62.4,57,6.68,6.71,4.18,5270,Very Good,H,SI1
1.34,62.5,57,7,7.08,4.4,5273,Ideal,J,SI2
1.01,61.6,57,6.4,6.32,3.92,5273,Ideal,G,SI1
