carat,cut,color,clarity,depth,table,x,y,z,price,index,0.799233891
0.3,Ideal,E,IF,62,54,4.31,4.34,2.68,943,36489,0.446079323
1.3,Premium,F,VS2,60.4,59,7.12,7.06,4.28,10090,22066,0.968436374
0.39,Ideal,F,SI1,60.1,58,4.74,4.78,2.86,697,29250,0.042482403
0.51,Premium,E,VS2,62.5,59,5.09,5.08,3.18,1662,45334,0.796219939
0.3,Ideal,D,VVS1,61.1,57,4.34,4.36,2.66,1000,37792,0.706416826
1.01,Very Good,E,SI1,64.1,56,6.29,6.35,4.05,5479,13256,0.489818326
2.04,Premium,J,VS2,61.4,59,8.04,8.14,4.97,13477,24975,0.711597734
0.4,Ideal,F,VS2,62,57,4.74,4.68,2.92,1080,39544,0.663264654
0.5,Very Good,J,SI1,63.2,55,5.07,5.03,3.19,1000,37804,0.265403998
1.21,Ideal,F,VS2,61.5,54,6.88,6.89,4.24,10177,22140,0.418756981
0.62,Premium,F,VS2,61.4,59,5.5,5.47,3.37,2065,49115,0.647420959
1.02,Very Good,F,VS1,61.3,59,6.45,6.51,3.97,6785,16988,0.075179933
0.56,Premium,D,VS2,61.1,58,5.3,5.34,3.25,1963,48366,0.993466119
0.4,Good,D,SI1,63.6,57,4.7,4.67,2.98,924,36073,0.731019698
1.75,Very Good,H,SI2,60.8,60,7.72,7.8,4.72,10727,22679,0.601593267
0.47,Ideal,I,IF,62.2,55,4.99,5.01,3.11,1178,40904,0.541125636
0.4,Very Good,I,SI1,63.2,55,4.72,4.68,2.97,765,31462,0.937555433
0.31,Very Good,H,VS2,61.9,58,4.37,4.39,2.71,489,38955,0.843751539
2,Premium,H,SI1,62.6,56,8.01,7.96,5,17760,27293,0.615735331
0.71,Very Good,D,VS1,62.9,57,5.6,5.66,3.54,2910,1088,0.819724388
0.2,Premium,D,VS2,62.3,60,3.73,3.68,2.31,367,31601,0.018226579
0.32,Good,E,SI1,63.1,56,4.36,4.39,2.76,561,2051,0.826867358
0.39,Ideal,I,VS1,62.5,54,4.67,4.7,2.92,816,33123,0.294597247
0.33,Premium,I,SI1,61.4,58,4.5,4.46,2.75,572,4726,0.647598327
0.91,Very Good,F,SI1,60.1,58,6.3,6.35,3.8,3879,5636,0.278678505
1,Very Good,F,VS2,61.1,60,6.36,6.43,3.91,6619,16575,0.590366481
1.52,Premium,E,SI2,62.9,59,7.31,7.26,4.58,9576,21480,0.669161245
0.77,Very Good,E,SI1,63.2,58,5.8,5.84,3.68,2873,877,0.295282811
0.41,Premium,G,VS2,59.7,59,4.84,4.81,2.88,1061,39122,0.723194915
1,Good,H,VS2,63.6,57,6.35,6.26,4.01,4305,7859,0.526066779
2.01,Very Good,I,SI1,60.8,60,8.12,8.15,4.95,13849,25239,0.115322942
0.33,Fair,H,VVS2,65.1,59,4.4,4.32,2.84,922,36021,0.381897242
0.31,Good,D,SI2,63.1,54,4.33,4.38,2.75,462,33606,0.556774383
0.33,Ideal,G,VS2,61.2,55,4.52,4.46,2.75,743,30854,0.810761592
1.01,Very Good,E,VS2,62.9,58,6.37,6.47,4.04,6221,15524,0.560349126
0.71,Very Good,E,VVS2,63.4,58,5.64,5.69,3.59,3340,3178,0.525287968
0.35,Ideal,D,SI1,62.3,57,4.5,4.52,2.81,644,25710,0.455575292
1.38,Ideal,I,SI2,61.8,57,7.14,7.1,4.4,5796,14310,0.074246387
0.31,Premium,G,IF,61,59,4.33,4.36,2.65,924,36057,0.799207388
0.4,Ideal,F,VVS2,62.4,56,4.74,4.72,2.95,1163,40752,0.524548604
0.72,Premium,H,SI1,61.5,56,5.8,5.77,3.56,2398,51681,0.445820993
0.74,Very Good,E,VS2,62.8,58,5.73,5.76,3.61,3323,3110,0.101760214
0.23,Very Good,F,VVS2,63.3,57,3.91,3.93,2.48,505,41952,0.069511863
0.7,Very Good,F,SI1,63.5,59,5.59,5.65,3.57,2264,50449,0.508670946
0.91,Premium,H,SI1,63,57,6.19,6.1,3.87,3033,1696,0.36430921
0.38,Premium,G,VS2,59.3,59,4.71,4.74,2.8,766,31563,0.5003351
0.39,Ideal,G,VS2,62.2,53.9,4.66,4.69,2.9,787,32160,0.919139398
2.04,Very Good,H,SI2,60,60,8.21,8.17,4.91,16319,26597,0.842214137
0.38,Premium,G,VS1,60.6,58,4.67,4.64,2.82,1069,39267,0.081872129
1.51,Very Good,D,VS2,62.3,59,7.29,7.34,4.56,14112,25404,0.976431444
1.21,Ideal,G,VVS2,59.4,59,6.92,7.01,4.14,9954,21882,0.351019742
0.7,Premium,G,SI1,63,56,5.68,5.65,3.57,2386,51534,0.228639119
1.17,Good,D,SI2,57.8,62,6.97,6.91,4.01,4639,9640,0.562015611
0.32,Ideal,I,VS2,62.5,55,4.38,4.39,2.74,449,30954,0.077380149
1.04,Premium,F,SI1,61.5,59,6.54,6.46,4,5504,13334,0.240832727
0.3,Ideal,E,VS2,61.5,55,4.29,4.33,2.65,658,28030,0.65089544
0.55,Ideal,G,VVS2,60.5,58,5.3,5.34,3.22,2016,48750,0.470382937
0.72,Ideal,G,VS2,62.7,56,5.72,5.76,3.6,2578,52859,0.091130856
0.51,Premium,G,VVS2,61.7,58,5.14,5.11,3.16,1974,48446,0.902009485
0.44,Premium,F,VVS2,61.6,58,4.85,4.89,3,1196,41117,0.07843221
0.3,Ideal,E,VS1,61.6,57,4.3,4.33,2.66,729,30378,0.907502492
0.55,Ideal,F,VS1,61,55,5.29,5.33,3.24,1857,47463,0.011419387
0.53,Premium,G,VS1,63,58,5.17,5.15,3.25,1727,46015,0.093156574
0.54,Very Good,I,SI1,61.3,60,5.2,5.24,3.2,1079,39468,0.364796164
0.56,Premium,F,VVS2,59.5,61,5.36,5.33,3.18,2290,50701,0.609338473
2.07,Ideal,G,SI2,62.5,55,8.2,8.13,5.11,18804,27747,0.779933584
1.03,Premium,H,VS2,62.6,56,6.43,6.38,4.01,5364,12876,0.777856743
1.16,Good,G,SI2,63.7,57,6.59,6.56,4.19,3644,4566,0.577941875
1,Premium,H,SI1,62.7,58,6.41,6.32,3.99,4724,10147,0.281663168
1.04,Premium,E,VS2,62.4,58,6.56,6.51,4.08,7019,17481,0.904834817
0.41,Ideal,G,VS2,62.7,55,4.79,4.75,2.99,1061,39124,0.520720163
0.9,Very Good,G,SI1,62.6,60,6.09,6.14,3.83,3919,5839,0.160926356
1.01,Premium,G,VS1,62.7,56,6.46,6.36,4.02,6441,16115,0.333622734
1.21,Very Good,F,VVS2,61,58,6.89,6.92,4.21,11455,23458,0.475310365
1.57,Ideal,H,VS2,61.5,54,7.47,7.5,4.61,12809,24522,0.446849689
1.21,Very Good,G,VS2,63.1,60,6.72,6.66,4.22,7416,18261,0.648910212
0.78,Ideal,G,VS2,61.7,56,5.89,5.94,3.65,3613,4424,0.635695134
0.53,Ideal,F,VS1,62,55,5.15,5.2,3.21,1812,46850,0.206348986
0.38,Ideal,E,VVS2,62,57,4.64,4.69,2.89,1030,38464,0.565650875
0.44,Premium,G,SI1,61.9,58,4.87,4.83,3,990,37589,0.164589126
1.29,Ideal,H,SI1,61.8,55,6.99,6.95,4.31,7513,18467,0.055298853
0.42,Premium,H,VS1,61.2,60,4.77,4.84,2.94,847,33984,0.212173422
2.01,Premium,F,SI2,61.3,58,8.14,8.07,4.97,14067,25350,0.370927099
1.59,Ideal,I,SI2,60.5,55,7.62,7.55,4.59,8975,20733,0.376451403
0.48,Ideal,F,SI2,61,57,5.05,5.08,3.09,918,35877,0.489714397
2.01,Good,G,SI1,60.3,60,8.07,8.18,4.9,18625,27659,0.515739535
1.13,Ideal,E,SI2,62.2,56,6.7,6.66,4.16,5457,13211,0.909679303
0.4,Very Good,F,VS1,62.5,57,4.69,4.72,2.94,982,37354,0.812177539
0.34,Premium,F,VS1,60.4,58,4.53,4.51,2.73,956,36774,0.539121879
0.31,Ideal,H,VS2,61.9,55,4.38,4.35,2.7,628,22357,0.964947835
1.11,Ideal,J,SI2,61.7,57,6.63,6.69,4.11,4092,6648,0.651378224
1.16,Ideal,F,VS2,61.4,56,6.83,6.78,4.18,9432,21279,0.932262778
0.3,Ideal,F,VVS1,61.8,54,4.33,4.37,2.69,802,32593,0.40085005
2.06,Ideal,I,SI1,62,56,8.12,8.17,5.05,16960,26931,0.555585762
0.3,Premium,G,VS2,60.6,61,4.32,4.29,2.61,675,28595,0.264098617
0.42,Ideal,D,SI1,62,55,4.84,4.83,3,1040,38656,0.958723085
1.04,Ideal,I,SI1,61.3,57,6.57,6.54,4.02,4659,9749,0.319936084
0.3,Ideal,G,VVS2,61.6,57,4.28,4.32,2.65,655,27888,0.424233018
0.51,Ideal,E,SI1,62.7,55,5.07,5.1,3.19,1438,43744,0.100441591
1.01,Good,I,VS1,59,63.5,6.5,6.57,3.86,5056,11667,0.877173671
0.3,Ideal,I,VS2,62,55,4.3,4.35,2.68,438,29304,0.827899689
1.21,Very Good,D,VS2,62.6,59,6.72,6.79,4.23,8969,20687,0.618671601
1.17,Ideal,D,SI2,62.7,57,6.7,6.72,4.21,5842,14474,0.907138484
1,Ideal,J,VS1,62.3,56,6.43,6.38,3.99,4032,6337,0.335921309
0.41,Ideal,E,VS2,62.1,56,4.74,4.76,2.95,935,36257,0.916416433
1.54,Ideal,G,SI2,61.7,56,7.41,7.44,4.58,9359,21216,0.753263846
0.33,Premium,G,VS1,62.3,58,4.41,4.45,2.76,666,28322,0.956820812
0.53,Premium,D,VVS2,62.7,60,5.19,5.12,3.23,2514,52446,0.870895729
0.9,Good,F,VVS2,61.8,63,6.14,6.19,3.81,5480,13259,0.943727446
1.33,Good,I,VS1,63.7,56,6.92,6.96,4.42,6963,17354,0.351708862
1.53,Ideal,E,SI2,61.2,57,7.42,7.46,4.55,10339,22291,0.245077803
1.75,Ideal,H,I1,61.5,54.9,7.75,7.78,4.78,7276,17991,0.819828127
0.31,Ideal,G,VVS1,61.9,55,4.36,4.3,2.68,1046,38811,0.590071044
0.71,Premium,E,SI1,59.2,59,5.86,5.83,3.46,2817,457,0.779557461
1.17,Ideal,G,VS1,59.4,57,6.93,6.87,4.1,7155,17770,0.02647613
0.52,Very Good,I,VS1,61,58,5.18,5.22,3.17,1310,42408,0.698085288
0.31,Ideal,H,VVS1,62.2,54,4.39,4.36,2.72,907,35593,0.494329092
0.27,Ideal,G,SI2,62.3,55,4.14,4.18,2.59,361,28269,0.508544714
0.71,Good,E,SI1,59.2,61,5.8,5.85,3.45,2651,53319,0.384225789
0.54,Ideal,E,SI1,61.5,55,5.24,5.26,3.23,1778,46501,0.898838754
0.38,Very Good,G,VS2,59.9,58,4.72,4.77,2.84,766,31558,0.21144515
0.37,Ideal,E,SI1,62.7,54,4.6,4.55,2.87,833,33637,0.716761264
0.28,Very Good,H,VVS2,62.4,54,4.2,4.23,2.63,450,31282,0.751580142
0.4,Ideal,J,IF,62.5,56,4.7,4.74,2.95,758,31255,0.654264259
1.01,Very Good,G,VS2,63.1,59,6.4,6.37,4.03,6108,15208,0.32705564
1.59,Premium,I,VS2,62.9,56,7.48,7.43,4.69,10471,22442,0.837968764
0.51,Premium,F,SI1,59.4,61,5.26,5.21,3.11,1349,42787,0.304243757
0.25,Very Good,G,VVS1,61.8,56,4.03,4.06,2.5,525,45636,0.194726561
1.02,Ideal,E,SI2,62.1,55,6.51,6.4,4.01,4798,10504,0.368751845
0.31,Ideal,F,VVS1,62.1,56,4.35,4.38,2.71,897,35324,0.828893435
0.71,Very Good,I,VVS2,60.6,56,5.82,5.77,3.51,2586,52899,0.909644575
1,Very Good,E,SI1,63.7,55,6.35,6.4,4.06,5413,13077,0.560054285
0.56,Ideal,D,VS2,61.5,57,5.33,5.28,3.26,2066,49137,0.503091103
0.51,Ideal,D,VS2,61.1,56,5.16,5.2,3.17,1986,48533,0.605725961
1.01,Good,G,SI2,63.5,58,6.34,6.39,4.04,4079,6593,0.776406768
1.53,Very Good,E,SI2,59.3,58,7.54,7.57,4.48,11069,23042,0.150053132
0.41,Ideal,J,VS2,62.3,54,4.77,4.8,2.98,613,17715,0.765125392
0.78,Premium,D,VS2,63,58,5.86,5.8,3.67,3473,3844,0.344835507
0.7,Very Good,I,VVS2,63.1,57,5.63,5.68,3.57,2398,51664,0.177203127
2.01,Good,D,SI2,64.6,55,7.85,7.98,5.11,15394,26118,0.041932384
1.58,Ideal,F,SI1,61.9,55,7.52,7.47,4.64,14495,25624,0.260235378
0.52,Ideal,G,VVS2,62.1,57,5.15,5.13,3.19,1932,48090,0.57924505
0.5,Premium,D,VS2,62.1,58,5.08,5.03,3.14,1845,47349,0.366871218
2.04,Fair,E,SI2,67.4,56,7.8,7.76,5.24,12454,24245,0.3502816
1.06,Fair,G,SI2,65.3,62,6.33,6.25,4.11,3633,4512,0.345856632
0.56,Premium,E,VS2,61.1,59,5.27,5.34,3.24,1552,44075,0.709521361
0.72,Ideal,J,VS1,62.7,57,5.74,5.71,3.59,2112,49464,0.345502392
0.32,Premium,G,VS2,62.6,58,4.39,4.37,2.74,720,30130,0.326267398
0.24,Very Good,F,IF,60,57,4.07,4.1,2.45,552,52965,0.810390478
1,Good,E,SI1,63.7,60,6.29,6.24,3.99,5174,12147,0.058057471
0.62,Ideal,I,SI2,62.5,55,5.45,5.49,3.42,1161,40728,0.544161685
0.32,Ideal,F,VS1,61.9,57,4.38,4.41,2.72,716,29987,0.735234225
0.3,Ideal,E,VS1,61.6,57,4.33,4.3,2.66,936,36268,0.704866276
0.57,Very Good,E,VS2,61,57,5.33,5.35,3.26,1785,46577,0.85947293
1.02,Ideal,H,I1,62.1,56,6.4,6.45,3.99,3915,5822,0.535208263
0.5,Very Good,D,SI1,62.8,53,5.04,5.08,3.18,1436,43674,0.857233104
0.31,Ideal,E,IF,62.2,53,4.35,4.4,2.72,958,36883,0.073778392
0.41,Very Good,E,SI1,60,58,4.79,4.88,2.9,674,28522,0.071822167
0.54,Very Good,H,SI1,61.7,54,5.23,5.27,3.24,1065,39205,0.990670323
0.57,Premium,I,VVS1,62.1,58,5.25,5.32,3.28,1608,44632,0.382409719
1.01,Ideal,H,SI1,62.6,55,6.39,6.43,4.01,4749,10247,0.587756718
0.36,Ideal,G,SI2,60.7,58,4.62,4.64,2.81,505,42284,0.875403622
0.8,Fair,H,VS2,65.3,58,5.78,5.73,3.76,2686,53516,0.580788686
0.75,Premium,F,VS2,61.6,58,5.84,5.89,3.61,3013,1616,0.962990476
0.36,Premium,I,IF,59.9,59,4.63,4.58,2.76,972,37154,0.383217653
1.03,Premium,D,SI1,61.8,57,6.53,6.49,4.02,5491,13298,0.241380306
0.31,Ideal,G,IF,62.3,56,4.34,4.36,2.71,871,34573,0.03218743
0.33,Ideal,E,VS2,61.5,57,4.41,4.47,2.73,723,30242,0.09241056
2,Fair,H,SI2,68.7,55,7.9,7.67,5.35,9549,21449,0.969153581
2.01,Very Good,I,VS2,62.4,58,8.06,7.99,5.01,17570,27222,0.743039275
0.9,Ideal,E,SI2,62,55,6.23,6.15,3.84,3599,4337,0.414366505
0.3,Ideal,E,VVS1,62,57,4.27,4.31,2.66,916,35838,0.598542413
1.01,Premium,G,VS1,62.6,59,6.38,6.43,4.01,6499,16243,0.108196971
0.72,Premium,J,SI1,62,58,5.77,5.74,3.57,1879,47607,0.656581452
1.2,Very Good,H,SI1,62.1,58,6.72,6.77,4.19,6019,14947,0.880258992
0.74,Ideal,H,VS1,61.6,56,5.81,5.82,3.58,2797,296,0.69046624
0.36,Very Good,G,SI1,62,59,4.53,4.56,2.82,537,48962,0.284678974
1.14,Ideal,H,VVS2,61.9,56,6.69,6.72,4.15,7354,18150,0.48422954
1.03,Very Good,F,VS1,62.2,57,6.47,6.51,4.04,7233,17910,0.275976815
0.39,Very Good,I,VS2,60.1,57,4.74,4.77,2.86,679,28691,0.107300363
0.35,Premium,E,VS2,60.4,60,4.55,4.52,2.74,984,37455,0.21183594
0.33,Ideal,E,VS1,60.6,57,4.54,4.5,2.74,1002,37829,0.083513111
2.01,Ideal,I,SI1,59.9,60,8.27,8.2,4.93,17126,27010,0.691347481
1.05,Very Good,I,VS2,62.4,59,6.48,6.51,4.05,4975,11285,0.135380009
0.57,Premium,E,SI1,60.3,57,5.4,5.34,3.24,1728,46036,0.861581746
1.55,Very Good,I,SI1,62,62,7.33,7.47,4.59,8644,20206,0.415757031
0.73,Ideal,D,SI1,62.4,53,5.79,5.82,3.62,3195,2486,0.684927618
0.42,Ideal,H,VS1,62.4,57,4.79,4.76,2.98,1087,39659,0.387829259
0.7,Very Good,E,SI1,63.3,60,5.59,5.56,3.53,2592,52939,0.108461941
0.51,Ideal,G,VS1,61.3,55.7,5.15,5.18,3.16,1595,44477,0.502925806
0.52,Very Good,G,VS1,60.2,57,5.22,5.26,3.15,1618,44740,0.046521227
0.59,Very Good,E,VS2,60.8,57,5.37,5.42,3.28,2068,49146,0.787320493
1.14,Ideal,G,VVS2,61,56,6.74,6.76,4.12,9013,20778,0.67244957
0.77,Premium,E,SI2,59.8,56,6.01,5.96,3.58,2723,53741,0.795851335
0.72,Very Good,E,SI1,60,57,5.8,5.84,3.49,2479,52193,0.747089935
1.7,Premium,G,VS2,62.6,61,7.64,7.54,4.75,15568,26198,0.474925793
1.21,Ideal,H,VS1,62,57,6.79,6.75,4.19,5902,14623,0.965298254
0.35,Premium,D,SI1,61.8,59,4.56,4.54,2.81,827,33316,0.634710493
0.3,Ideal,I,VS1,62.5,54,4.3,4.34,2.7,457,32621,0.513925236
0.82,Premium,G,SI1,61.8,58,6.02,5.98,3.71,3674,4682,0.251374683
1.7,Premium,F,VS2,62.8,58,7.61,7.54,4.76,18251,27520,0.715481278
0.3,Ideal,G,VVS1,61.9,57,4.28,4.31,2.66,764,31404,0.613280129
0.54,Ideal,D,VS2,61.3,56,5.26,5.22,3.21,1993,48583,0.221564925
1,Good,G,VS1,58.6,62,6.5,6.53,3.82,5921,14674,0.258762927
1.05,Premium,G,VS2,61.8,58,6.52,6.59,4.05,6070,15103,0.072237161
0.32,Premium,F,VS2,61.4,60,4.42,4.38,2.7,828,33485,0.26086834
1.02,Very Good,G,SI2,62.9,59,6.38,6.4,4.02,4291,7802,0.951322867
0.5,Premium,G,VS1,60.7,60,5.12,5.09,3.1,1746,46148,0.135716305
0.8,Ideal,E,VS2,62.2,57,5.98,5.95,3.71,3584,4279,0.989321501
0.39,Very Good,H,VVS2,62.4,57,4.67,4.7,2.92,784,32118,0.041153823
1.22,Ideal,G,VVS2,60,58,6.95,6.99,4.18,11003,22955,0.663450228
0.29,Ideal,E,VS1,60.6,55,4.33,4.35,2.63,619,18695,0.094772679
0.5,Very Good,D,SI2,60.8,55,5.14,5.16,3.13,1306,42384,0.586215083
1.42,Premium,H,SI2,61.6,58,7.22,7.17,4.43,7316,18096,0.64080657
0.56,Ideal,E,VS2,61.5,57,5.3,5.27,3.25,1915,47938,0.711767734
2.14,Premium,I,SI1,61.3,61,8.32,8.28,5.09,15913,26397,0.269998152
0.4,Ideal,H,SI2,62.6,55,4.7,4.72,2.95,540,49310,0.923417298
0.61,Ideal,G,VVS2,60.1,57,5.52,5.54,3.32,2816,447,0.158105761
1.01,Very Good,G,SI2,60.8,63,6.4,6.36,3.88,3577,4246,0.960828067
1.09,Ideal,G,SI2,62.1,56,6.59,6.66,4.12,4586,9358,0.948082316
0.51,Very Good,E,VVS2,62.1,55,5.14,5.16,3.2,2056,49043,0.961924143
0.5,Ideal,E,VS2,62.1,55,5.11,5.13,3.18,1554,44088,0.555874766
0.8,Ideal,E,SI1,61.7,56,5.99,6.04,3.71,3630,4505,0.404148583
0.36,Ideal,H,IF,61.6,56,4.56,4.59,2.82,912,35788,0.18894556
0.71,Very Good,F,VVS2,62.1,60,5.69,5.72,3.54,3354,3241,0.14238324
0.33,Ideal,F,VVS1,61.7,54,4.46,4.49,2.76,893,35227,0.353203278
1.28,Ideal,J,VS2,62.8,57,6.93,6.87,4.33,5795,14308,0.319542577
1.12,Premium,H,SI1,61.6,59,6.67,6.63,4.1,5363,12868,0.465281942
0.7,Ideal,I,VVS2,62.4,53.6,5.68,5.72,3.55,2487,52246,0.533081022
1.01,Ideal,H,SI1,62.6,54,6.38,6.34,3.98,4989,11349,0.450713918
0.3,Ideal,E,VS2,62,55,4.25,4.3,2.65,658,27991,0.482680933
1.2,Very Good,G,VVS1,60.9,59,6.87,6.79,4.16,9139,20929,0.274157865
1.01,Ideal,F,VS1,60.9,57,6.52,6.49,3.96,8077,19427,0.198595096
0.52,Ideal,G,VVS2,61.7,56,5.14,5.16,3.18,1911,47872,0.266116648
0.41,Premium,E,VS1,60.7,59,4.77,4.79,2.9,964,36989,0.880984319
1.51,Good,G,VS2,63.7,57,7.21,7.18,4.58,9741,21650,0.128209026
1.12,Ideal,G,VVS2,61.9,57,6.62,6.66,4.11,9214,20997,0.326883373
0.55,Premium,D,SI1,62.7,59,5.22,5.25,3.28,1580,44364,0.990790007
0.76,Ideal,H,SI1,61.3,55,5.87,5.93,3.62,3050,1787,0.748767148
0.38,Ideal,I,VVS2,62,55,4.65,4.67,2.89,836,33670,0.580208617
0.9,Very Good,G,SI1,62.4,59,6.1,6.15,3.82,4320,7950,0.669994161
1.23,Good,I,VS1,63.6,59,6.85,6.76,4.33,5940,14764,0.15603173
0.7,Premium,E,VS2,61.4,59,5.73,5.7,3.51,2858,763,0.18411042
0.3,Ideal,G,SI1,61.8,56,4.34,4.37,2.69,477,35968,0.655833079
0.53,Premium,F,SI1,60.9,59,5.21,5.23,3.18,1428,43544,0.624049838
0.71,Ideal,G,VS1,61.5,55,5.72,5.77,3.54,3431,3634,0.193493745
0.41,Premium,F,SI2,60.9,58,4.82,4.8,2.93,784,32133,0.893298094
0.5,Ideal,E,VS1,62.2,57,5.1,5.13,3.18,1603,44536,0.431080501
0.42,Ideal,G,VVS1,61.7,55,4.84,4.78,2.97,1235,41535,0.171513002
0.31,Premium,G,SI2,61.3,58,4.37,4.4,2.69,408,6694,0.394463321
0.3,Very Good,G,VS1,60.3,57,4.33,4.35,2.62,620,18720,0.065013731
1.2,Ideal,I,VS1,62.1,56.5,6.8,6.84,4.23,6210,15505,0.947682888
1.01,Very Good,E,SI1,60.8,59,6.43,6.5,3.93,6268,15623,0.396628291
0.3,Premium,D,SI1,63,58,4.27,4.24,2.68,709,29756,0.949175021
0.3,Very Good,F,VS1,63.1,59,4.2,4.27,2.67,603,13408,0.084683039
0.55,Ideal,F,VS2,60.9,57,5.3,5.34,3.24,1702,45750,0.272699447
0.9,Premium,G,VS1,62.3,60,6.08,6,3.76,4460,8735,0.843246587
1.39,Ideal,J,VS2,60.3,57,7.24,7.26,4.37,6252,15589,0.796668864
1.51,Very Good,H,SI2,60.8,58,7.4,7.51,4.53,7723,18841,0.586101801
0.55,Ideal,E,VS1,62.2,55,5.22,5.26,3.26,1975,48452,0.697051917
0.5,Ideal,E,SI1,62.2,57,5.05,5.11,3.16,1316,42453,0.165666848
0.71,Very Good,J,VS1,62.4,58,5.67,5.7,3.55,2061,49082,0.16211686
0.75,Premium,F,SI1,61.7,58,5.85,5.88,3.62,2573,52825,0.999742537
0.3,Ideal,F,VVS1,61.9,57,4.33,4.3,2.67,1114,40084,0.055216085
0.33,Ideal,F,VVS1,61.4,55,4.47,4.52,2.76,893,35224,0.782328582
0.77,Premium,F,SI1,60.8,59,5.92,5.86,3.58,2856,752,0.722621354
0.7,Very Good,J,SI1,63,56,5.61,5.66,3.55,1735,46063,0.319878639
0.54,Premium,E,SI1,60.2,58,5.27,5.3,3.18,1361,42899,0.732234052
1.51,Premium,H,SI1,60.6,59,7.45,7.41,4.5,10519,22489,0.220020735
0.35,Premium,E,SI1,60.7,59,4.57,4.52,2.76,788,32200,0.451240536
1.03,Premium,E,VS1,59.6,59,6.59,6.57,3.92,7817,18991,0.273209587
1.91,Ideal,G,SI2,62.2,55,7.9,7.94,4.93,12700,24445,0.715930558
0.32,Very Good,D,IF,62,56,4.39,4.43,2.73,1171,40830,0.480476148
0.31,Premium,E,SI1,61.2,58,4.38,4.34,2.67,651,27842,0.587092446
0.56,Ideal,E,VVS2,61.5,57,5.27,5.34,3.26,2429,51886,0.648408308
1.01,Very Good,G,SI1,62.8,56,6.35,6.43,4.01,5049,11619,0.348185888
0.77,Good,G,SI2,63.9,59,5.84,5.78,3.71,2550,52665,0.575222586
1.03,Premium,E,VS2,62.9,61,6.42,6.36,4.02,6922,17285,0.551725621
0.28,Ideal,F,IF,61.9,56,4.18,4.21,2.59,787,32166,0.852808335
0.7,Fair,H,I1,62.1,66,5.56,5.52,3.44,1138,40446,0.791530698
2.53,Premium,H,SI2,61.1,57,8.82,8.76,5.37,15148,25965,0.122462931
0.3,Good,G,VS2,63.1,57,4.24,4.28,2.69,526,46633,0.144650652
0.52,Premium,E,VS2,62.5,60,5.1,5.14,3.2,1576,44269,0.970671175
0.32,Premium,G,SI2,61,59,4.42,4.36,2.68,540,49637,0.292364419
1.02,Premium,D,SI2,59.7,60,6.58,6.55,3.92,5198,12235,0.002350639
1.5,Good,H,I1,64,56,7.18,7.05,4.56,4022,6306,0.601231697
2.03,Premium,J,SI1,62.1,59,8.06,8.12,5.02,12862,24568,0.778607938
0.36,Very Good,H,VS1,61.6,59,4.52,4.57,2.8,631,23707,0.566544166
0.33,Ideal,H,SI2,61.1,57,4.46,4.48,2.73,433,28624,0.910809293
0.33,Ideal,E,SI1,62.5,55,4.42,4.45,2.77,579,7051,0.379146967
0.39,Ideal,G,VS2,62.5,54,4.67,4.7,2.93,857,34295,0.40767516
0.3,Good,D,SI2,60.8,65,4.26,4.29,2.6,414,10026,0.100794495
0.41,Ideal,F,VS2,62.4,58,4.77,4.75,2.97,1085,39645,0.954523387
0.36,Very Good,E,IF,60.3,57,4.6,4.63,2.78,1368,42992,0.530620664
1.51,Ideal,H,SI1,61.9,57,7.4,7.33,4.56,7678,18781,0.326576229
1.26,Ideal,F,VS2,61.5,56,6.97,7.01,4.3,10709,22662,0.022191997
2.65,Premium,G,SI2,62,61,8.82,8.75,5.45,16314,26593,0.614487233
0.76,Ideal,E,SI1,62.4,57,5.83,5.87,3.65,3087,1957,0.471048726
0.9,Very Good,I,VS1,62.2,58,6.13,6.18,3.83,3644,4560,0.194837264
0.67,Good,E,VS2,61.6,61,5.57,5.6,3.44,2270,50503,0.920406175
0.52,Premium,I,SI1,62.5,59,5.12,5.06,3.18,1073,39352,0.05888798
1.21,Ideal,J,VS1,62.3,55,6.86,6.81,4.26,5421,13098,0.879960836
0.9,Good,F,SI1,63.1,57,6.12,6.15,3.87,3724,4912,0.759796032
1.5,Ideal,J,SI1,61.1,56.7,7.35,7.38,4.5,7520,18473,0.076222553
0.48,Fair,E,SI2,55.2,60,5.29,5.25,2.91,907,35663,0.229052359
0.24,Premium,H,VVS1,61.2,58,4.01,3.96,2.44,554,87,0.547906583
0.86,Ideal,G,VS1,62.2,57,6.05,6.1,3.78,4420,8497,0.014244588
0.3,Ideal,E,VVS1,62.3,55,4.29,4.32,2.68,826,33267,0.96331773
0.53,Ideal,E,VS2,61.8,55,5.21,5.24,3.23,2163,49795,0.569774005
0.51,Ideal,E,VS2,61.8,56,5.12,5.14,3.17,1656,45183,0.679622674
0.9,Ideal,H,SI1,61.6,56,6.17,6.23,3.82,4740,10206,0.514492826
0.71,Very Good,E,VS1,62.1,60,5.65,5.71,3.53,3192,2470,0.959077082
2.07,Premium,H,SI1,61.1,58,8.27,8.2,5.03,13844,25235,0.05605662
2.66,Good,H,SI2,63.8,57,8.71,8.65,5.54,16239,26555,0.933091494
0.92,Ideal,E,SI2,62.1,53,6.22,6.25,3.87,4011,6260,0.37624246
0.71,Ideal,E,SI2,58.7,57,5.89,5.86,3.44,2340,51130,0.100550733
